path,class,width,height,format,mode
data\Normal_Sperm\Normal_Sperm (315).bmp,Normal_Sperm,161,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (316).bmp,Normal_Sperm,151,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (317).bmp,Normal_Sperm,156,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (318).bmp,Normal_Sperm,162,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (319).bmp,Normal_Sperm,162,182,BMP,RGB
data\Normal_Sperm\Normal_Sperm (32).bmp,Normal_Sperm,168,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (320).bmp,Normal_Sperm,149,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (321).bmp,Normal_Sperm,159,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (322).bmp,Normal_Sperm,152,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (323).bmp,Normal_Sperm,149,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (324).bmp,Normal_Sperm,169,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (325).bmp,Normal_Sperm,160,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (326).bmp,Normal_Sperm,154,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (327).bmp,Normal_Sperm,163,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (328).bmp,Normal_Sperm,167,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (329).bmp,Normal_Sperm,149,173,BMP,RGB
data\Normal_Sperm\Normal_Sperm (33).bmp,Normal_Sperm,173,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (330).bmp,Normal_Sperm,163,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (331).bmp,Normal_Sperm,154,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (332).bmp,Normal_Sperm,162,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (333).bmp,Normal_Sperm,162,149,BMP,RGB
data\Normal_Sperm\Normal_Sperm (334).bmp,Normal_Sperm,150,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (335).bmp,Normal_Sperm,155,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (336).bmp,Normal_Sperm,156,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (337).bmp,Normal_Sperm,172,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (338).bmp,Normal_Sperm,159,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (339).bmp,Normal_Sperm,170,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (34).bmp,Normal_Sperm,200,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (340).bmp,Normal_Sperm,153,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (341).bmp,Normal_Sperm,162,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (342).bmp,Normal_Sperm,150,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (343).bmp,Normal_Sperm,163,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (344).bmp,Normal_Sperm,164,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (345).bmp,Normal_Sperm,173,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (346).bmp,Normal_Sperm,167,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (347).bmp,Normal_Sperm,155,170,BMP,RGB
data\Normal_Sperm\Normal_Sperm (348).bmp,Normal_Sperm,162,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (349).bmp,Normal_Sperm,147,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (35).bmp,Normal_Sperm,167,149,BMP,RGB
data\Normal_Sperm\Normal_Sperm (350).bmp,Normal_Sperm,147,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (351).bmp,Normal_Sperm,165,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (352).bmp,Normal_Sperm,171,149,BMP,RGB
data\Normal_Sperm\Normal_Sperm (353).bmp,Normal_Sperm,153,176,BMP,RGB
data\Normal_Sperm\Normal_Sperm (354).bmp,Normal_Sperm,152,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (355).bmp,Normal_Sperm,165,170,BMP,RGB
data\Normal_Sperm\Normal_Sperm (356).bmp,Normal_Sperm,162,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (357).bmp,Normal_Sperm,171,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (358).bmp,Normal_Sperm,153,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (359).bmp,Normal_Sperm,152,179,BMP,RGB
data\Normal_Sperm\Normal_Sperm (36).bmp,Normal_Sperm,158,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (360).bmp,Normal_Sperm,170,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (361).bmp,Normal_Sperm,163,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (362).bmp,Normal_Sperm,169,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (363).bmp,Normal_Sperm,153,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (364).bmp,Normal_Sperm,160,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (365).bmp,Normal_Sperm,154,170,BMP,RGB
data\Normal_Sperm\Normal_Sperm (366).bmp,Normal_Sperm,178,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (367).bmp,Normal_Sperm,174,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (368).bmp,Normal_Sperm,151,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (369).bmp,Normal_Sperm,169,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (37).bmp,Normal_Sperm,160,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (370).bmp,Normal_Sperm,162,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (371).bmp,Normal_Sperm,171,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (372).bmp,Normal_Sperm,165,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (373).bmp,Normal_Sperm,154,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (374).bmp,Normal_Sperm,155,180,BMP,RGB
data\Normal_Sperm\Normal_Sperm (375).bmp,Normal_Sperm,169,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (376).bmp,Normal_Sperm,150,174,BMP,RGB
data\Normal_Sperm\Normal_Sperm (377).bmp,Normal_Sperm,169,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (378).bmp,Normal_Sperm,154,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (379).bmp,Normal_Sperm,155,170,BMP,RGB
data\Normal_Sperm\Normal_Sperm (38).bmp,Normal_Sperm,163,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (380).bmp,Normal_Sperm,159,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (381).bmp,Normal_Sperm,155,183,BMP,RGB
data\Normal_Sperm\Normal_Sperm (382).bmp,Normal_Sperm,168,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (383).bmp,Normal_Sperm,159,191,BMP,RGB
data\Normal_Sperm\Normal_Sperm (384).bmp,Normal_Sperm,169,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (385).bmp,Normal_Sperm,154,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (386).bmp,Normal_Sperm,157,170,BMP,RGB
data\Normal_Sperm\Normal_Sperm (387).bmp,Normal_Sperm,168,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (388).bmp,Normal_Sperm,170,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (389).bmp,Normal_Sperm,151,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (39).bmp,Normal_Sperm,160,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (390).bmp,Normal_Sperm,170,148,BMP,RGB
data\Normal_Sperm\Normal_Sperm (391).bmp,Normal_Sperm,157,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (392).bmp,Normal_Sperm,150,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (393).bmp,Normal_Sperm,169,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (394).bmp,Normal_Sperm,170,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (395).bmp,Normal_Sperm,162,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (396).bmp,Normal_Sperm,164,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (397).bmp,Normal_Sperm,155,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (398).bmp,Normal_Sperm,174,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (399).bmp,Normal_Sperm,166,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (4).bmp,Normal_Sperm,157,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (40).bmp,Normal_Sperm,153,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (400).bmp,Normal_Sperm,173,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (401).bmp,Normal_Sperm,162,185,BMP,RGB
data\Normal_Sperm\Normal_Sperm (402).bmp,Normal_Sperm,169,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (403).bmp,Normal_Sperm,154,173,BMP,RGB
data\Normal_Sperm\Normal_Sperm (404).bmp,Normal_Sperm,157,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (405).bmp,Normal_Sperm,173,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (406).bmp,Normal_Sperm,180,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (407).bmp,Normal_Sperm,171,159,BMP,RGB
data\Normal_Sperm\Normal_Sperm (408).bmp,Normal_Sperm,170,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (409).bmp,Normal_Sperm,154,184,BMP,RGB
data\Normal_Sperm\Normal_Sperm (41).bmp,Normal_Sperm,160,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (410).bmp,Normal_Sperm,168,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (411).bmp,Normal_Sperm,168,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (412).bmp,Normal_Sperm,165,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (413).bmp,Normal_Sperm,156,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (414).bmp,Normal_Sperm,154,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (415).bmp,Normal_Sperm,168,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (416).bmp,Normal_Sperm,167,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (417).bmp,Normal_Sperm,169,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (418).bmp,Normal_Sperm,156,176,BMP,RGB
data\Normal_Sperm\Normal_Sperm (419).bmp,Normal_Sperm,156,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (42).bmp,Normal_Sperm,162,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (420).bmp,Normal_Sperm,161,179,BMP,RGB
data\Normal_Sperm\Normal_Sperm (421).bmp,Normal_Sperm,180,159,BMP,RGB
data\Normal_Sperm\Normal_Sperm (422).bmp,Normal_Sperm,157,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (423).bmp,Normal_Sperm,170,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (424).bmp,Normal_Sperm,156,174,BMP,RGB
data\Normal_Sperm\Normal_Sperm (425).bmp,Normal_Sperm,154,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (426).bmp,Normal_Sperm,173,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (427).bmp,Normal_Sperm,162,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (428).bmp,Normal_Sperm,155,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (429).bmp,Normal_Sperm,153,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (43).bmp,Normal_Sperm,178,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (430).bmp,Normal_Sperm,156,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (431).bmp,Normal_Sperm,174,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (432).bmp,Normal_Sperm,155,176,BMP,RGB
data\Normal_Sperm\Normal_Sperm (433).bmp,Normal_Sperm,154,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (434).bmp,Normal_Sperm,162,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (435).bmp,Normal_Sperm,162,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (436).bmp,Normal_Sperm,156,177,BMP,RGB
data\Normal_Sperm\Normal_Sperm (437).bmp,Normal_Sperm,161,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (438).bmp,Normal_Sperm,162,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (439).bmp,Normal_Sperm,163,174,BMP,RGB
data\Normal_Sperm\Normal_Sperm (44).bmp,Normal_Sperm,163,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (440).bmp,Normal_Sperm,154,173,BMP,RGB
data\Normal_Sperm\Normal_Sperm (441).bmp,Normal_Sperm,166,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (442).bmp,Normal_Sperm,163,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (443).bmp,Normal_Sperm,177,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (444).bmp,Normal_Sperm,154,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (445).bmp,Normal_Sperm,152,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (446).bmp,Normal_Sperm,163,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (447).bmp,Normal_Sperm,168,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (448).bmp,Normal_Sperm,152,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (449).bmp,Normal_Sperm,149,173,BMP,RGB
data\Normal_Sperm\Normal_Sperm (45).bmp,Normal_Sperm,158,187,BMP,RGB
data\Normal_Sperm\Normal_Sperm (450).bmp,Normal_Sperm,168,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (451).bmp,Normal_Sperm,171,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (452).bmp,Normal_Sperm,152,174,BMP,RGB
data\Normal_Sperm\Normal_Sperm (453).bmp,Normal_Sperm,152,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (454).bmp,Normal_Sperm,172,159,BMP,RGB
data\Normal_Sperm\Normal_Sperm (455).bmp,Normal_Sperm,171,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (456).bmp,Normal_Sperm,161,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (457).bmp,Normal_Sperm,158,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (458).bmp,Normal_Sperm,150,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (459).bmp,Normal_Sperm,150,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (46).bmp,Normal_Sperm,174,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (460).bmp,Normal_Sperm,159,173,BMP,RGB
data\Normal_Sperm\Normal_Sperm (461).bmp,Normal_Sperm,160,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (462).bmp,Normal_Sperm,153,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (463).bmp,Normal_Sperm,168,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (464).bmp,Normal_Sperm,162,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (465).bmp,Normal_Sperm,170,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (466).bmp,Normal_Sperm,150,170,BMP,RGB
data\Normal_Sperm\Normal_Sperm (467).bmp,Normal_Sperm,160,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (468).bmp,Normal_Sperm,165,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (469).bmp,Normal_Sperm,156,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (47).bmp,Normal_Sperm,152,193,BMP,RGB
data\Normal_Sperm\Normal_Sperm (470).bmp,Normal_Sperm,155,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (471).bmp,Normal_Sperm,153,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (472).bmp,Normal_Sperm,154,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (473).bmp,Normal_Sperm,170,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (474).bmp,Normal_Sperm,156,176,BMP,RGB
data\Normal_Sperm\Normal_Sperm (475).bmp,Normal_Sperm,158,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (476).bmp,Normal_Sperm,182,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (477).bmp,Normal_Sperm,167,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (478).bmp,Normal_Sperm,162,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (479).bmp,Normal_Sperm,155,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (48).bmp,Normal_Sperm,154,187,BMP,RGB
data\Normal_Sperm\Normal_Sperm (480).bmp,Normal_Sperm,157,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (481).bmp,Normal_Sperm,162,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (482).bmp,Normal_Sperm,163,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (483).bmp,Normal_Sperm,179,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (484).bmp,Normal_Sperm,155,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (485).bmp,Normal_Sperm,154,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (486).bmp,Normal_Sperm,167,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (487).bmp,Normal_Sperm,163,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (488).bmp,Normal_Sperm,178,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (489).bmp,Normal_Sperm,149,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (49).bmp,Normal_Sperm,157,187,BMP,RGB
data\Normal_Sperm\Normal_Sperm (490).bmp,Normal_Sperm,155,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (491).bmp,Normal_Sperm,163,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (492).bmp,Normal_Sperm,167,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (493).bmp,Normal_Sperm,168,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (494).bmp,Normal_Sperm,164,178,BMP,RGB
data\Normal_Sperm\Normal_Sperm (495).bmp,Normal_Sperm,164,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (496).bmp,Normal_Sperm,172,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (497).bmp,Normal_Sperm,175,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (498).bmp,Normal_Sperm,171,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (499).bmp,Normal_Sperm,172,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (5).bmp,Normal_Sperm,173,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (50).bmp,Normal_Sperm,172,245,BMP,RGB
data\Normal_Sperm\Normal_Sperm (500).bmp,Normal_Sperm,168,149,BMP,RGB
data\Normal_Sperm\Normal_Sperm (501).bmp,Normal_Sperm,163,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (502).bmp,Normal_Sperm,156,159,BMP,RGB
data\Normal_Sperm\Normal_Sperm (503).bmp,Normal_Sperm,185,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (504).bmp,Normal_Sperm,167,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (505).bmp,Normal_Sperm,158,163,BMP,RGB
data\Normal_Sperm\Normal_Sperm (506).bmp,Normal_Sperm,171,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (507).bmp,Normal_Sperm,155,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (508).bmp,Normal_Sperm,155,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (509).bmp,Normal_Sperm,178,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (51).bmp,Normal_Sperm,183,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (510).bmp,Normal_Sperm,153,174,BMP,RGB
data\Normal_Sperm\Normal_Sperm (511).bmp,Normal_Sperm,158,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (512).bmp,Normal_Sperm,172,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (513).bmp,Normal_Sperm,169,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (514).bmp,Normal_Sperm,182,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (515).bmp,Normal_Sperm,168,159,BMP,RGB
data\Normal_Sperm\Normal_Sperm (516).bmp,Normal_Sperm,147,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (517).bmp,Normal_Sperm,154,175,BMP,RGB
data\Normal_Sperm\Normal_Sperm (518).bmp,Normal_Sperm,158,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (519).bmp,Normal_Sperm,165,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (52).bmp,Normal_Sperm,182,218,BMP,RGB
data\Normal_Sperm\Normal_Sperm (520).bmp,Normal_Sperm,161,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (521).bmp,Normal_Sperm,150,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (522).bmp,Normal_Sperm,180,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (523).bmp,Normal_Sperm,179,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (524).bmp,Normal_Sperm,160,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (525).bmp,Normal_Sperm,154,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (526).bmp,Normal_Sperm,164,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (527).bmp,Normal_Sperm,171,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (528).bmp,Normal_Sperm,162,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (529).bmp,Normal_Sperm,163,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (53).bmp,Normal_Sperm,170,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (530).bmp,Normal_Sperm,170,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (531).bmp,Normal_Sperm,157,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (532).bmp,Normal_Sperm,179,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (533).bmp,Normal_Sperm,174,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (534).bmp,Normal_Sperm,154,176,BMP,RGB
data\Normal_Sperm\Normal_Sperm (535).bmp,Normal_Sperm,168,158,BMP,RGB
data\Normal_Sperm\Normal_Sperm (536).bmp,Normal_Sperm,155,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (537).bmp,Normal_Sperm,155,168,BMP,RGB
data\Normal_Sperm\Normal_Sperm (538).bmp,Normal_Sperm,163,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (539).bmp,Normal_Sperm,173,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (54).bmp,Normal_Sperm,177,159,BMP,RGB
data\Normal_Sperm\Normal_Sperm (540).bmp,Normal_Sperm,168,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (541).bmp,Normal_Sperm,171,150,BMP,RGB
data\Normal_Sperm\Normal_Sperm (542).bmp,Normal_Sperm,163,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (543).bmp,Normal_Sperm,184,154,BMP,RGB
data\Normal_Sperm\Normal_Sperm (544).bmp,Normal_Sperm,177,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (545).bmp,Normal_Sperm,166,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (546).bmp,Normal_Sperm,164,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (547).bmp,Normal_Sperm,170,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (548).bmp,Normal_Sperm,156,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (549).bmp,Normal_Sperm,180,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (55).bmp,Normal_Sperm,177,151,BMP,RGB
data\Normal_Sperm\Normal_Sperm (550).bmp,Normal_Sperm,160,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (551).bmp,Normal_Sperm,156,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (552).bmp,Normal_Sperm,154,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (553).bmp,Normal_Sperm,153,187,BMP,RGB
data\Normal_Sperm\Normal_Sperm (554).bmp,Normal_Sperm,167,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (555).bmp,Normal_Sperm,169,155,BMP,RGB
data\Normal_Sperm\Normal_Sperm (556).bmp,Normal_Sperm,169,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (557).bmp,Normal_Sperm,175,153,BMP,RGB
data\Normal_Sperm\Normal_Sperm (558).bmp,Normal_Sperm,162,169,BMP,RGB
data\Normal_Sperm\Normal_Sperm (559).bmp,Normal_Sperm,168,156,BMP,RGB
data\Normal_Sperm\Normal_Sperm (56).bmp,Normal_Sperm,184,180,BMP,RGB
data\Normal_Sperm\Normal_Sperm (560).bmp,Normal_Sperm,154,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (561).bmp,Normal_Sperm,158,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (562).bmp,Normal_Sperm,171,167,BMP,RGB
data\Normal_Sperm\Normal_Sperm (563).bmp,Normal_Sperm,165,165,BMP,RGB
data\Normal_Sperm\Normal_Sperm (564).bmp,Normal_Sperm,153,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (565).bmp,Normal_Sperm,156,171,BMP,RGB
data\Normal_Sperm\Normal_Sperm (566).bmp,Normal_Sperm,154,173,BMP,RGB
data\Normal_Sperm\Normal_Sperm (567).bmp,Normal_Sperm,155,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (568).bmp,Normal_Sperm,151,186,BMP,RGB
data\Normal_Sperm\Normal_Sperm (569).bmp,Normal_Sperm,166,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (57).bmp,Normal_Sperm,167,115,BMP,RGB
data\Normal_Sperm\Normal_Sperm (570).bmp,Normal_Sperm,171,152,BMP,RGB
data\Normal_Sperm\Normal_Sperm (571).bmp,Normal_Sperm,163,157,BMP,RGB
data\Normal_Sperm\Normal_Sperm (572).bmp,Normal_Sperm,178,160,BMP,RGB
data\Normal_Sperm\Normal_Sperm (573).bmp,Normal_Sperm,156,172,BMP,RGB
data\Normal_Sperm\Normal_Sperm (574).bmp,Normal_Sperm,165,161,BMP,RGB
data\Normal_Sperm\Normal_Sperm (575).bmp,Normal_Sperm,153,178,BMP,RGB
data\Normal_Sperm\Normal_Sperm (576).bmp,Normal_Sperm,169,164,BMP,RGB
data\Normal_Sperm\Normal_Sperm (577).bmp,Normal_Sperm,174,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (578).bmp,Normal_Sperm,154,176,BMP,RGB
data\Normal_Sperm\Normal_Sperm (579).bmp,Normal_Sperm,151,180,BMP,RGB
data\Normal_Sperm\Normal_Sperm (58).bmp,Normal_Sperm,195,194,BMP,RGB
data\Normal_Sperm\Normal_Sperm (580).bmp,Normal_Sperm,154,162,BMP,RGB
data\Normal_Sperm\Normal_Sperm (581).bmp,Normal_Sperm,157,166,BMP,RGB
data\Normal_Sperm\Normal_Sperm (582).bmp,Normal_Sperm,168,151,BMP,RGB
